url,occupation_name,2019 Median Pay,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Job Outlook, 2019-29","Employment Change, 2019-29"
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,"     Eligibility interviewers, government programs","$35,390 per year  $17.01 per hour",See How to Become One,None,See How to Become One,1465800,-3% (Decline),-38000
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#259099,"     Educational instruction and library workers, all other",,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#339098,"     School bus monitors and protective service workers, all other",,,,,,,
https://www.bls.gov/ooh/management/postsecondary-education-administrators.htm,"     Education administrators, postsecondary","$95,410 per year  $45.87 per hour",Master's degree,Less than 5 years,None,190500,4% (As fast as average),7100
https://www.bls.gov/ooh/business-and-financial/logisticians.htm,     Logisticians,"$74,750 per year  $35.94 per hour",Bachelor's degree,None,None,188200,4% (As fast as average),8200
https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm,     Occupational health and safety specialists,"$70,480 per year  $33.88 per hour",See How to Become One,None,See How to Become One,122600,4% (As fast as average),4800
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499098,"     Helpers--installation, maintenance, and repair workers",,,,,,,
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,     Structural metal fabricators and fitters,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300
https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm,     Tellers,"$31,230 per year  $15.02 per hour",High school diploma or equivalent,None,Short-term on-the-job training,449000,-15% (Decline),-68600
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,     Engine and other machine assemblers,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#515113,     Print binding and finishing workers,,,,,,,
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,     New accounts clerks,"$40,540 per year  $19.49 per hour",High school diploma or equivalent,None,See How to Become One,1343400,0% (Little or no change),3500
https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,     Power plant operators,"$85,950 per year  $41.32 per hour",High school diploma or equivalent,None,Long-term on-the-job training,51700,-16% (Decline),-8100
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,     File clerks,"$35,390 per year  $17.01 per hour",See How to Become One,None,See How to Become One,1465800,-3% (Decline),-38000
https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,"     Logging workers, all other","$41,230 per year  $19.82 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,56900,-13% (Decline),-7500
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516042,     Shoe machine operators and tenders,,,,,,,
https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,"     Mathematical science teachers, postsecondary","$79,540 per year",See How to Become One,See How to Become One,None,1329900,9% (Much faster than average),121500
https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm,     Farm equipment mechanics and service technicians,"$51,590 per year  $24.80 per hour",High school diploma or equivalent,None,Long-term on-the-job training,218100,0% (Little or no change),900
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,     Helpers--carpenters,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439199,"     Office and administrative support workers, all other",,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#212011,     Clergy,,,,,,,
https://www.bls.gov/ooh/management/elementary-middle-and-high-school-principals.htm,"     Education administrators, kindergarten through secondary","$96,400 per year",Master's degree,5 years or more,None,283200,4% (As fast as average),11100
https://www.bls.gov/ooh/business-and-financial/personal-financial-advisors.htm,     Personal financial advisors,"$87,850 per year  $42.24 per hour",Bachelor's degree,None,Long-term on-the-job training,263000,4% (As fast as average),11600
https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineers.htm,     Mechanical engineers,"$88,430 per year  $42.51 per hour",Bachelor's degree,None,None,316300,4% (As fast as average),12400
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"     Coil winders, tapers, and finishers","$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300
https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,"     Drilling and boring machine tool setters, operators, and tenders, metal and plastic","$36,990 per year  $17.78 per hour",See How to Become One,None,Moderate-term on-the-job training,1109400,-7% (Decline),-75800
https://www.bls.gov/ooh/office-and-administrative-support/desktop-publishers.htm,     Desktop publishers,"$45,390 per year  $21.82 per hour",Associate's degree,None,Short-term on-the-job training,10400,-19% (Decline),-2000
https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,"     Milling and planing machine setters, operators, and tenders, metal and plastic","$36,990 per year  $17.78 per hour",See How to Become One,None,Moderate-term on-the-job training,1109400,-7% (Decline),-75800
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516021,"     Pressers, textile, garment, and related materials",,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519022,"     Grinding and polishing workers, hand",,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499045,"     Refractory materials repairers, except brickmasons",,,,,,,
https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,"     Postal service mail sorters, processors, and processing machine operators","$52,060 per year  $25.03 per hour",High school diploma or equivalent,None,Short-term on-the-job training,503100,-14% (Decline),-72200
https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,     Fallers,"$41,230 per year  $19.82 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,56900,-13% (Decline),-7500
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"     Aircraft structure, surfaces, rigging, and systems assemblers","$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300
https://www.bls.gov/ooh/production/quality-control-inspectors.htm,"     Inspectors, testers, sorters, samplers, and weighers","$39,140 per year  $18.82 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,590100,-17% (Decline),-100400
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#475043,"     Roof bolters, mining",,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#319095,     Pharmacy aides,,,,,,,
https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,     Water and wastewater treatment plant and system operators,"$47,760 per year  $22.96 per hour",High school diploma or equivalent,None,Long-term on-the-job training,126400,-4% (Decline),-5400
https://www.bls.gov/ooh/arts-and-design/graphic-designers.htm,     Graphic designers,"$52,110 per year  $25.05 per hour",Bachelor's degree,None,None,281500,-4% (Decline),-10700
https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm,     Automotive service technicians and mechanics,"$42,090 per year  $20.24 per hour",Postsecondary nondegree award,None,Short-term on-the-job training,756600,-4% (Decline),-27800
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,     Floor sanders and finishers,"$42,050 per year  $20.22 per hour",No formal educational credential,None,See How to Become One,123400,3% (As fast as average),4100
https://www.bls.gov/ooh/education-training-and-library/kindergarten-and-elementary-school-teachers.htm,"     Kindergarten teachers, except special education","$59,420 per year",Bachelor's degree,None,None,1579800,4% (As fast as average),56100
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#113071,"     Transportation, storage, and distribution managers",,,,,,,
https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,     Special effects artists and animators,"$75,270 per year  $36.19 per hour",Bachelor's degree,None,None,67500,4% (As fast as average),2800
https://www.bls.gov/ooh/healthcare/opticians-dispensing.htm,"     Opticians, dispensing","$37,840 per year  $18.19 per hour",High school diploma or equivalent,None,Long-term on-the-job training,73800,4% (As fast as average),3000
https://www.bls.gov/ooh/community-and-social-service/probation-officers-and-correctional-treatment-specialists.htm,     Probation officers and correctional treatment specialists,"$54,290 per year  $26.10 per hour",Bachelor's degree,None,Short-term on-the-job training,91800,4% (As fast as average),3400
https://www.bls.gov/ooh/healthcare/optometrists.htm,     Optometrists,"$115,250 per year  $55.41 per hour",Doctoral or professional degree,None,None,44400,4% (As fast as average),1900
https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,     Logging equipment operators,"$41,230 per year  $19.82 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,56900,-13% (Decline),-7500
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#515112,     Printing press operators,,,,,,,
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,     Miscellaneous assemblers and fabricators,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300
https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,"     Cooks, fast food","$26,360 per year  $12.67 per hour",See How to Become One,See How to Become One,See How to Become One,2571700,10% (Much faster than average),256600
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516061,     Textile bleaching and dyeing machine operators and tenders,,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#435041,"     Meter readers, utilities",,,,,,,
https://www.bls.gov/ooh/management/lodging-managers.htm,     Lodging managers,"$54,430 per year  $26.17 per hour",High school diploma or equivalent,Less than 5 years,None,57200,-12% (Decline),-6700
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,     Correspondence clerks,"$35,390 per year  $17.01 per hour",See How to Become One,None,See How to Become One,1465800,-3% (Decline),-38000
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439081,     Proofreaders and copy markers,,,,,,,
https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,     Animal breeders,"$25,840 per year  $12.42 per hour",See How to Become One,None,See How to Become One,902900,1% (Slower than average),9200
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,     Stonemasons,"$46,500 per year  $22.35 per hour",See How to Become One,None,See How to Become One,302100,-3% (Decline),-10000
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#394021,     Funeral attendants,,,,,,,
https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,     Locomotive engineers,"$65,020 per year  $31.26 per hour",High school diploma or equivalent,See How to Become One,Moderate-term on-the-job training,77700,-3% (Decline),-2600
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#518091,     Chemical plant and system operators,,,,,,,
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,     Brokerage clerks,"$40,540 per year  $19.49 per hour",High school diploma or equivalent,None,See How to Become One,1343400,0% (Little or no change),3500
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519012,"     Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,,,,,,
https://www.bls.gov/ooh/construction-and-extraction/glaziers.htm,     Glaziers,"$44,630 per year  $21.46 per hour",High school diploma or equivalent,None,Apprenticeship,52800,4% (As fast as average),2100
https://www.bls.gov/ooh/healthcare/chiropractors.htm,     Chiropractors,"$70,340 per year  $33.82 per hour",Doctoral or professional degree,None,None,51100,4% (As fast as average),2300
https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,     Outdoor power equipment and other small engine mechanics,"$37,840 per year  $18.19 per hour",See How to Become One,None,See How to Become One,78100,3% (As fast as average),2200
https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,"     Loading and moving machine operators, underground mining","$36,770 per year  $17.68 per hour",See How to Become One,See How to Become One,See How to Become One,761400,2% (Slower than average),19000
https://www.bls.gov/ooh/architecture-and-engineering/nuclear-engineers.htm,     Nuclear engineers,"$113,460 per year  $54.55 per hour",Bachelor's degree,None,None,16400,-13% (Decline),-2100
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516063,"     Textile knitting and weaving machine setters, operators, and tenders",,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439071,"     Office machine operators, except computer",,,,,,,
https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,     Postal service clerks,"$52,060 per year  $25.03 per hour",High school diploma or equivalent,None,Short-term on-the-job training,503100,-14% (Decline),-72200
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#419041,     Telemarketers,,,,,,,
https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,     Postal service mail carriers,"$52,060 per year  $25.03 per hour",High school diploma or equivalent,None,Short-term on-the-job training,503100,-14% (Decline),-72200
https://www.bls.gov/ooh/production/woodworkers.htm,     Furniture finishers,"$32,690 per year  $15.72 per hour",High school diploma or equivalent,None,See How to Become One,263500,-4% (Decline),-9600
https://www.bls.gov/ooh/business-and-financial/claims-adjusters-appraisers-examiners-and-investigators.htm,"     Insurance appraisers, auto damage","$66,540 per year  $31.99 per hour",See How to Become One,None,See How to Become One,348800,-6% (Decline),-22000
https://www.bls.gov/ooh/life-physical-and-social-science/survey-researchers.htm,     Survey researchers,"$59,170 per year  $28.45 per hour",Master's degree,None,None,12200,-4% (Decline),-400
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#259021,     Farm and home management educators,,,,,,,
https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,     Tapers,"$47,360 per year  $22.77 per hour",No formal educational credential,None,Moderate-term on-the-job training,146900,0% (Little or no change),-300
https://www.bls.gov/ooh/architecture-and-engineering/surveying-and-mapping-technicians.htm,     Surveying and mapping technicians,"$45,010 per year  $21.64 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,58400,1% (Slower than average),400
https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,"     Electrical and electronics installers and repairers, transportation equipment","$59,080 per year  $28.40 per hour",See How to Become One,See How to Become One,See How to Become One,121700,-1% (Decline),-1000
https://www.bls.gov/ooh/entertainment-and-sports/dancers-and-choreographers.htm,     Dancers,$18.68 per hour,See How to Become One,See How to Become One,Long-term on-the-job training,16900,6% (Faster than average),1000
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#475041,     Continuous mining machine operators,,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#452011,     Agricultural inspectors,,,,,,,
https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm,     Rail car repairers,"$51,590 per year  $24.80 per hour",High school diploma or equivalent,None,Long-term on-the-job training,218100,0% (Little or no change),900
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#492097,     Audiovisual equipment installers and repairers,,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#192099,"     Physical scientists, all other",,,,,,,
https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,"     Electrical and electronics repairers, powerhouse, substation, and relay","$59,080 per year  $28.40 per hour",See How to Become One,See How to Become One,See How to Become One,121700,-1% (Decline),-1000
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"     Helpers--painters, paperhangers, plasterers, and stucco masons","$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000
https://www.bls.gov/ooh/healthcare/dentists.htm,     Orthodontists,"$159,200 per year  $76.54 per hour",Doctoral or professional degree,None,See How to Become One,151600,3% (As fast as average),4000
https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,"     Agricultural sciences teachers, postsecondary","$79,540 per year",See How to Become One,See How to Become One,None,1329900,9% (Much faster than average),121500
https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,"     Atmospheric, earth, marine, and space sciences teachers, postsecondary","$79,540 per year",See How to Become One,See How to Become One,None,1329900,9% (Much faster than average),121500
https://www.bls.gov/ooh/healthcare/dentists.htm,     Oral and maxillofacial surgeons,"$159,200 per year  $76.54 per hour",Doctoral or professional degree,None,See How to Become One,151600,3% (As fast as average),4000
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#514192,"     Layout workers, metal and plastic",,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516062,"     Textile cutting machine setters, operators, and tenders",,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516041,     Shoe and leather workers and repairers,,,,,,,
https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,"     Lathe and turning machine tool setters, operators, and tenders, metal and plastic","$36,990 per year  $17.78 per hour",See How to Become One,None,Moderate-term on-the-job training,1109400,-7% (Decline),-75800
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#339093,     Transportation security screeners,,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#232093,"     Title examiners, abstractors, and searchers",,,,,,,
https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,     Architectural and civil drafters,"$56,830 per year  $27.32 per hour",Associate's degree,None,None,200900,-4% (Decline),-7100
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519041,"     Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,,,,,,
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,     Reservation and transportation ticket agents and travel clerks,"$35,390 per year  $17.01 per hour",See How to Become One,None,See How to Become One,1465800,-3% (Decline),-38000
https://www.bls.gov/ooh/production/woodworkers.htm,     Cabinetmakers and bench carpenters,"$32,690 per year  $15.72 per hour",High school diploma or equivalent,None,See How to Become One,263500,-4% (Decline),-9600
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#271026,     Merchandise displayers and window trimmers,,,,,,,
https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm,"     Telecommunications equipment installers and repairers, except line installers","$57,910 per year  $27.84 per hour",Postsecondary nondegree award,None,Moderate-term on-the-job training,215700,-3% (Decline),-5600
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#173098,"     Calibration technologists and technicians and engineering technologists and technicians, except drafters, all other",,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519011,     Chemical equipment operators and tenders,,,,,,,
https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,"     English language and literature teachers, postsecondary","$79,540 per year",See How to Become One,See How to Become One,None,1329900,9% (Much faster than average),121500
https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,"     Career/technical education teachers, secondary school","$58,110 per year",Bachelor's degree,Less than 5 years,None,209700,2% (Slower than average),3400
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#191029,"     Biological scientists, all other",,,,,,,
https://www.bls.gov/ooh/architecture-and-engineering/computer-hardware-engineers.htm,     Computer hardware engineers,"$117,220 per year  $56.36 per hour",Bachelor's degree,None,None,71100,2% (Slower than average),1100
https://www.bls.gov/ooh/education-training-and-library/teacher-assistants.htm,"     Teaching assistants, except postsecondary","$27,920 per year","Some college, no degree",None,None,1395900,4% (As fast as average),50500
https://www.bls.gov/ooh/education-training-and-library/kindergarten-and-elementary-school-teachers.htm,"     Elementary school teachers, except special education","$59,420 per year",Bachelor's degree,None,None,1579800,4% (As fast as average),56100
https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,     Accountants and auditors,"$71,550 per year  $34.40 per hour",Bachelor's degree,None,None,1436100,4% (As fast as average),61700
https://www.bls.gov/ooh/installation-maintenance-and-repair/general-maintenance-and-repair-workers.htm,"     Maintenance and repair workers, general","$39,080 per year  $18.79 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1516400,4% (As fast as average),63000
https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,     Cleaners of vehicles and equipment,"$28,710 per year  $13.80 per hour",No formal educational credential,None,Short-term on-the-job training,4231600,3% (As fast as average),121300
https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,"     Production, planning, and expediting clerks","$30,010 per year  $14.43 per hour",High school diploma or equivalent,None,See How to Become One,3286000,-1% (Decline),-28100
https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm,"     Heating, air conditioning, and refrigeration mechanics and installers","$48,730 per year  $23.43 per hour",Postsecondary nondegree award,None,Long-term on-the-job training,376800,4% (As fast as average),15100
https://www.bls.gov/ooh/healthcare/pharmacy-technicians.htm,     Pharmacy technicians,"$33,950 per year  $16.32 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,422300,4% (As fast as average),15200
https://www.bls.gov/ooh/healthcare/pharmacists.htm,     Pharmacists,"$128,090 per year  $61.58 per hour",Doctoral or professional degree,None,None,321700,-3% (Decline),-10500
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#431011,     First-line supervisors of office and administrative support workers,,,,,,,
https://www.bls.gov/ooh/architecture-and-engineering/agricultural-engineers.htm,     Agricultural engineers,"$80,720 per year  $38.81 per hour",Bachelor's degree,None,None,1700,2% (Slower than average),0
https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,"     Forestry and conservation science teachers, postsecondary","$79,540 per year",See How to Become One,See How to Become One,None,1329900,9% (Much faster than average),121500
https://www.bls.gov/ooh/life-physical-and-social-science/physicists-and-astronomers.htm,     Astronomers,"$122,220 per year  $58.76 per hour",Doctoral or professional degree,None,None,20500,7% (Faster than average),1400
https://www.bls.gov/ooh/healthcare/dentists.htm,     Prosthodontists,"$159,200 per year  $76.54 per hour",Doctoral or professional degree,None,See How to Become One,151600,3% (As fast as average),4000
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#272090,"     Miscellaneous entertainers and performers, sports and related workers",,,,,,,
https://www.bls.gov/ooh/architecture-and-engineering/chemical-engineers.htm,     Chemical engineers,"$108,770 per year  $52.30 per hour",Bachelor's degree,None,None,32600,4% (As fast as average),1400
https://www.bls.gov/ooh/food-preparation-and-serving/waiters-and-waitresses.htm,     Waiters and waitresses,"$22,890 per year  $11.00 per hour",No formal educational credential,None,Short-term on-the-job training,2613800,4% (As fast as average),97600
https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,"     Janitors and cleaners, except maids and housekeeping cleaners","$27,430 per year  $13.19 per hour",No formal educational credential,None,Short-term on-the-job training,2374200,4% (As fast as average),105600
https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,"     Laborers and freight, stock, and material movers, hand","$28,710 per year  $13.80 per hour",No formal educational credential,None,Short-term on-the-job training,4231600,3% (As fast as average),121300
https://www.bls.gov/ooh/legal/lawyers.htm,     Lawyers,"$122,960 per year  $59.11 per hour",Doctoral or professional degree,None,None,813900,4% (As fast as average),32300
https://www.bls.gov/ooh/office-and-administrative-support/receptionists.htm,     Receptionists and information clerks,"$30,050 per year  $14.45 per hour",High school diploma or equivalent,None,Short-term on-the-job training,1105300,4% (As fast as average),39500
https://www.bls.gov/ooh/education-training-and-library/high-school-teachers.htm,"     Secondary school teachers, except special and career/technical education","$61,660 per year",Bachelor's degree,None,None,1050800,4% (As fast as average),40200
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,     Order clerks,"$35,390 per year  $17.01 per hour",See How to Become One,None,See How to Become One,1465800,-3% (Decline),-38000
https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,     Log graders and scalers,"$41,230 per year  $19.82 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,56900,-13% (Decline),-7500
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#393021,     Motion picture projectionists,,,,,,,
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516092,     Fabric and apparel patternmakers,,,,,,,
https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,"     Rolling machine setters, operators, and tenders, metal and plastic","$36,990 per year  $17.78 per hour",See How to Become One,None,Moderate-term on-the-job training,1109400,-7% (Decline),-75800
https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,"     News analysts, reporters, and journalists","$46,270 per year  $22.25 per hour",Bachelor's degree,None,None,52000,-11% (Decline),-5800
https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,"     Extruding and drawing machine setters, operators, and tenders, metal and plastic","$36,990 per year  $17.78 per hour",See How to Become One,None,Moderate-term on-the-job training,1109400,-7% (Decline),-75800
https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,"     Secretaries and administrative assistants, except legal, medical, and executive","$39,850 per year  $19.16 per hour",High school diploma or equivalent,See How to Become One,See How to Become One,3638800,-9% (Decline),-327400
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,"     Surgeons, except ophthalmologists","This wage is equal to or greater than $208,000 per year or $100.00 per hour.",Doctoral or professional degree,None,Internship/residency,752400,4% (As fast as average),27300
https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,     Railroad conductors and yardmasters,"$65,020 per year  $31.26 per hour",High school diploma or equivalent,See How to Become One,Moderate-term on-the-job training,77700,-3% (Decline),-2600
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499091,"     Coin, vending, and amusement machine servicers and repairers",,,,,,,
https://www.bls.gov/ooh/production/woodworkers.htm,"     Woodworking machine setters, operators, and tenders, except sawing","$32,690 per year  $15.72 per hour",High school diploma or equivalent,None,See How to Become One,263500,-4% (Decline),-9600
https://www.bls.gov/ooh/arts-and-design/art-directors.htm,     Art directors,"$94,220 per year  $45.30 per hour",Bachelor's degree,5 years or more,None,99100,-2% (Decline),-1800
https://www.bls.gov/ooh/healthcare/medical-transcriptionists.htm,     Medical transcriptionists,"$33,380 per year  $16.05 per hour",Postsecondary nondegree award,None,None,58500,-2% (Decline),-1300
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#435021,     Couriers and messengers,,,,,,,
https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm,     Telecommunications line installers and repairers,"$65,700 per year  $31.59 per hour",High school diploma or equivalent,None,Long-term on-the-job training,238600,0% (Little or no change),0
https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,"     Insulation workers, floor, ceiling, and wall","$44,180 per year  $21.24 per hour",See How to Become One,None,See How to Become One,61300,3% (As fast as average),1800
https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#536051,     Transportation inspectors,,,,,,,
https://www.bls.gov/ooh/architecture-and-engineering/materials-engineers.htm,     Materials engineers,"$93,360 per year  $44.88 per hour",Bachelor's degree,None,None,27500,2% (Slower than average),400
https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,"     Psychologists, all other","$80,370 per year  $38.64 per hour",See How to Become One,None,Internship/residency,192300,3% (As fast as average),5700
https://www.bls.gov/ooh/transportation-and-material-moving/heavy-and-tractor-trailer-truck-drivers.htm,     Heavy and tractor-trailer truck drivers,"$45,260 per year  $21.76 per hour",Postsecondary nondegree award,None,Short-term on-the-job training,2029900,2% (Slower than average),30600
